Selection	View	Chanel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
4244	Waveform 1	1	36656.25708	36656.38892	200	750
4244	Spectrogram 1	1	36656.25708	36656.38892	200	750
4245	Waveform 1	1	36657.31177	36657.70728	95	450
4245	Spectrogram 1	1	36657.31177	36657.70728	95	450
4249	Waveform 1	1	36675.30737	36676.42798	65	550
4249	Spectrogram 1	1	36675.30737	36676.42798	65	550
4250	Waveform 1	1	36679.46021	36680.1853	65	400
4250	Spectrogram 1	1	36679.46021	36680.1853	65	400
4253	Waveform 1	1	36683.4812	36684.33813	65	700
4253	Spectrogram 1	1	36683.4812	36684.33813	65	700
4255	Waveform 1	1	36687.30444	36688.22729	65	700
4255	Spectrogram 1	1	36687.30444	36688.22729	65	700
4256	Waveform 1	1	36691.32544	36692.31421	65	450
4256	Spectrogram 1	1	36691.32544	36692.31421	65	450
4257	Waveform 1	1	36694.02808	36695.08276	65	800
4257	Spectrogram 1	1	36694.02808	36695.08276	65	800
4258	Waveform 1	1	36695.08276	36696.20337	85	350
4258	Spectrogram 1	1	36695.08276	36696.20337	85	350
4259	Waveform 1	1	36698.64233	36699.03784	65	850
4259	Spectrogram 1	1	36698.64233	36699.03784	65	850
4261	Waveform 1	1	36703.91577	36704.24536	125	650
4261	Spectrogram 1	1	36703.91577	36704.24536	125	650
4262	Waveform 1	1	36704.24536	36705.23413	65	800
4262	Spectrogram 1	1	36704.24536	36705.23413	65	800
4263	Waveform 1	1	36713.34204	36714.26489	65	350
4263	Spectrogram 1	1	36713.34204	36714.26489	65	350
4264	Waveform 1	1	36717.42896	36718.21997	65	500
4264	Spectrogram 1	1	36717.42896	36718.21997	65	500
4265	Waveform 1	1	36721.44995	36721.91138	65	650
4265	Spectrogram 1	1	36721.44995	36721.91138	65	650
4266	Waveform 1	1	36725.47095	36726.26196	65	600
4266	Spectrogram 1	1	36725.47095	36726.26196	65	600
4270	Waveform 1	1	36749.26733	36749.33325	200	300
4270	Spectrogram 1	1	36749.26733	36749.33325	200	300
4271	Waveform 1	1	36749.33325	36750.2561	65	400
4271	Spectrogram 1	1	36749.33325	36750.2561	65	400
4273	Waveform 1	1	36801.21069	36801.34253	150	650
4273	Spectrogram 1	1	36801.21069	36801.34253	150	650
4274	Waveform 1	1	36805.23169	36805.42944	105	850
4274	Spectrogram 1	1	36805.23169	36805.42944	105	850
4275	Waveform 1	1	36809.12085	36809.38452	95	850
4275	Spectrogram 1	1	36809.12085	36809.38452	95	850
4276	Waveform 1	1	36813.01001	36813.73511	65	750
4276	Spectrogram 1	1	36813.01001	36813.73511	65	750
4277	Waveform 1	1	36816.83325	36817.3606	75	850
4277	Spectrogram 1	1	36816.83325	36817.3606	75	850
4278	Waveform 1	1	36820.65649	36821.11792	75	700
4278	Spectrogram 1	1	36820.65649	36821.11792	75	700
4279	Waveform 1	1	36824.47974	36824.67749	350	500
4279	Spectrogram 1	1	36824.47974	36824.67749	350	500
4281	Waveform 1	1	36828.30298	36828.50073	150	750
4281	Spectrogram 1	1	36828.30298	36828.50073	150	750
4282	Waveform 1	1	36832.19214	36832.91724	85	550
4282	Spectrogram 1	1	36832.19214	36832.91724	85	550
4283	Waveform 1	1	36836.0813	36836.41089	65	400
4283	Spectrogram 1	1	36836.0813	36836.41089	65	400
4284	Waveform 1	1	36839.90454	36840.76147	65	300
4284	Spectrogram 1	1	36839.90454	36840.76147	65	300
4285	Waveform 1	1	36842.21167	36842.47534	65	550
4285	Spectrogram 1	1	36842.21167	36842.47534	65	550
4286	Waveform 1	1	36843.7937	36844.71655	65	450
4286	Spectrogram 1	1	36843.7937	36844.71655	65	450
4287	Waveform 1	1	36847.61694	36848.34204	65	400
4287	Spectrogram 1	1	36847.61694	36848.34204	65	400
4288	Waveform 1	1	36851.5061	36852.29712	65	350
4288	Spectrogram 1	1	36851.5061	36852.29712	65	350
4290	Waveform 1	1	36859.81177	36860.20728	105	350
4290	Spectrogram 1	1	36859.81177	36860.20728	105	350
4291	Waveform 1	1	36880.37817	36880.90552	75	145
4291	Spectrogram 1	1	36880.37817	36880.90552	75	145
4292	Waveform 1	1	36884.46509	36884.79468	65	450
4292	Spectrogram 1	1	36884.46509	36884.79468	65	450
4296	Waveform 1	1	36897.18726	36898.17603	135	400
4296	Spectrogram 1	1	36897.18726	36898.17603	135	400
4299	Waveform 1	1	36911.55737	36912.08472	95	300
4299	Spectrogram 1	1	36911.55737	36912.08472	95	300
4300	Waveform 1	1	36912.08472	36912.48022	75	650
4300	Spectrogram 1	1	36912.08472	36912.48022	75	650
4302	Waveform 1	1	36936.07886	36936.6062	65	450
4302	Spectrogram 1	1	36936.07886	36936.6062	65	450
4303	Waveform 1	1	36954.66772	36955.45874	65	450
4303	Spectrogram 1	1	36954.66772	36955.45874	65	450
4312	Waveform 1	1	37116.10083	37116.69409	95	850
4312	Spectrogram 1	1	37116.10083	37116.69409	95	850
4313	Waveform 1	1	37118.80347	37119.00122	65	750
4313	Spectrogram 1	1	37118.80347	37119.00122	65	750
4314	Waveform 1	1	37120.12183	37120.3855	85	850
4314	Spectrogram 1	1	37120.12183	37120.3855	85	850
4315	Waveform 1	1	37124.01099	37124.14282	350	650
4315	Spectrogram 1	1	37124.01099	37124.14282	350	650
4316	Waveform 1	1	37127.90015	37128.0979	105	850
4316	Spectrogram 1	1	37127.90015	37128.0979	105	850
4317	Waveform 1	1	37131.19604	37131.26196	200	850
4317	Spectrogram 1	1	37131.19604	37131.26196	200	850
4318	Waveform 1	1	37131.78931	37132.38257	65	850
4318	Spectrogram 1	1	37131.78931	37132.38257	65	850
4319	Waveform 1	1	37134.49194	37134.62378	95	500
4319	Spectrogram 1	1	37134.49194	37134.62378	95	500
4320	Waveform 1	1	37135.67847	37136.07397	65	850
4320	Spectrogram 1	1	37135.67847	37136.07397	65	850
4321	Waveform 1	1	37139.56763	37140.22681	65	800
4321	Spectrogram 1	1	37139.56763	37140.22681	65	800
4322	Waveform 1	1	37143.39087	37143.45679	65	800
4322	Spectrogram 1	1	37143.39087	37143.45679	65	800
4324	Waveform 1	1	37147.34595	37147.87329	75	350
4324	Spectrogram 1	1	37147.34595	37147.87329	75	350
4325	Waveform 1	1	37150.1145	37150.24634	105	350
4325	Spectrogram 1	1	37150.1145	37150.24634	105	350
4326	Waveform 1	1	37151.16919	37152.02612	65	350
4326	Spectrogram 1	1	37151.16919	37152.02612	65	350
4327	Waveform 1	1	37154.92651	37155.51978	65	400
4327	Spectrogram 1	1	37154.92651	37155.51978	65	400
4328	Waveform 1	1	37158.81567	37159.34302	65	800
4328	Spectrogram 1	1	37158.81567	37159.34302	65	800
4329	Waveform 1	1	37162.70483	37163.56177	65	450
4329	Spectrogram 1	1	37162.70483	37163.56177	65	450
4330	Waveform 1	1	37164.88013	37165.20972	115	300
4330	Spectrogram 1	1	37164.88013	37165.20972	115	300
4331	Waveform 1	1	37165.20972	37165.47339	85	350
4331	Spectrogram 1	1	37165.20972	37165.47339	85	350
4332	Waveform 1	1	37179.51392	37179.84351	75	450
4332	Spectrogram 1	1	37179.51392	37179.84351	75	450
4333	Waveform 1	1	37191.77466	37192.49976	65	300
4333	Spectrogram 1	1	37191.77466	37192.49976	65	300
4337	Waveform 1	1	37236.79663	37237.38989	65	700
4337	Spectrogram 1	1	37236.79663	37237.38989	65	700
4339	Waveform 1	1	37300.80298	37301.13257	95	400
4339	Spectrogram 1	1	37300.80298	37301.13257	95	400
4340	Waveform 1	1	37304.82397	37305.74683	65	650
4340	Spectrogram 1	1	37304.82397	37305.74683	65	650
4344	Waveform 1	1	37348.29688	37348.79126	65	350
4344	Spectrogram 1	1	37348.29688	37348.79126	65	350
4345	Waveform 1	1	37352.6145	37353.01001	125	350
4345	Spectrogram 1	1	37352.6145	37353.01001	125	350
4347	Waveform 1	1	37356.6355	37357.16284	65	550
4347	Spectrogram 1	1	37356.6355	37357.16284	65	550
4349	Waveform 1	1	37362.5022	37363.02954	85	400
4349	Spectrogram 1	1	37362.5022	37363.02954	85	400
4350	Waveform 1	1	37365.073	37365.66626	85	450
4350	Spectrogram 1	1	37365.073	37365.66626	85	450
4351	Waveform 1	1	37372.0603	37372.19214	75	400
4351	Spectrogram 1	1	37372.0603	37372.19214	75	400
4354	Waveform 1	1	37389.33081	37390.18774	115	650
4354	Spectrogram 1	1	37389.33081	37390.18774	115	650
4359	Waveform 1	1	37437.91235	37437.97827	65	650
4359	Spectrogram 1	1	37437.91235	37437.97827	65	650
4360	Waveform 1	1	37437.97827	37438.30786	135	450
4360	Spectrogram 1	1	37437.97827	37438.30786	135	450
4361	Waveform 1	1	37442.19702	37443.51538	65	350
4361	Spectrogram 1	1	37442.19702	37443.51538	65	350
4366	Waveform 1	1	37578.05396	37579.3064	65	300
4366	Spectrogram 1	1	37578.05396	37579.3064	65	300
4376	Waveform 1	1	37814.23804	37814.63354	85	850
4376	Spectrogram 1	1	37814.23804	37814.63354	85	850
4382	Waveform 1	1	37898.28345	37898.81079	65	400
4382	Spectrogram 1	1	37898.28345	37898.81079	65	400
4391	Waveform 1	1	38159.05493	38159.58228	135	800
4391	Spectrogram 1	1	38159.05493	38159.58228	135	800
4392	Waveform 1	1	38165.1853	38165.31714	75	600
4392	Spectrogram 1	1	38165.1853	38165.31714	75	600
4406	Waveform 1	1	38374.47485	38375.06812	65	350
4406	Spectrogram 1	1	38374.47485	38375.06812	65	350
4411	Waveform 1	1	38521.0105	38521.60376	65	700
4411	Spectrogram 1	1	38521.0105	38521.60376	65	700
4412	Waveform 1	1	38527.14087	38527.60229	125	750
4412	Spectrogram 1	1	38527.14087	38527.60229	125	750
4413	Waveform 1	1	38533.40308	38533.53491	125	700
4413	Spectrogram 1	1	38533.40308	38533.53491	125	700
4421	Waveform 1	1	38631.4231	38631.68677	105	850
4421	Spectrogram 1	1	38631.4231	38631.68677	105	850
4485	Waveform 1	1	39296.13989	39296.27173	200	550
4485	Spectrogram 1	1	39296.13989	39296.27173	200	550
4487	Waveform 1	1	39307.93921	39308.13696	200	600
4487	Spectrogram 1	1	39307.93921	39308.13696	200	600
4488	Waveform 1	1	39316.83813	39316.96997	200	600
4488	Spectrogram 1	1	39316.83813	39316.96997	200	600
4494	Waveform 1	1	39424.74585	39424.9436	95	500
4494	Spectrogram 1	1	39424.74585	39424.9436	95	500
4505	Waveform 1	1	39559.9436	39560.20728	135	350
4505	Spectrogram 1	1	39559.9436	39560.20728	135	350
4523	Waveform 1	1	39756.70874	39757.03833	75	400
4523	Spectrogram 1	1	39756.70874	39757.03833	75	400
4537	Waveform 1	1	39879.77759	39880.04126	135	600
4537	Spectrogram 1	1	39879.77759	39880.04126	135	600
4553	Waveform 1	1	40060.45874	40060.72241	135	400
4553	Spectrogram 1	1	40060.45874	40060.72241	135	400
4554	Waveform 1	1	40062.69995	40062.89771	200	450
4554	Spectrogram 1	1	40062.69995	40062.89771	200	450
4572	Waveform 1	1	40327.49243	40328.01978	65	500
4572	Spectrogram 1	1	40327.49243	40328.01978	65	500
4573	Waveform 1	1	40330.19507	40330.98608	125	400
4573	Spectrogram 1	1	40330.19507	40330.98608	125	400
4575	Waveform 1	1	40338.10522	40338.23706	200	450
4575	Spectrogram 1	1	40338.10522	40338.23706	200	450
4589	Waveform 1	1	40522.08228	40522.41187	105	750
4589	Spectrogram 1	1	40522.08228	40522.41187	105	750
4596	Waveform 1	1	40614.49927	40615.09253	75	800
4596	Spectrogram 1	1	40614.49927	40615.09253	75	800
4597	Waveform 1	1	40617.00415	40617.39966	75	750
4597	Spectrogram 1	1	40617.00415	40617.39966	75	750
4598	Waveform 1	1	40625.30981	40625.50757	85	550
4598	Spectrogram 1	1	40625.30981	40625.50757	85	550
4599	Waveform 1	1	40627.68286	40628.73755	65	850
4599	Spectrogram 1	1	40627.68286	40628.73755	65	850
4606	Waveform 1	1	40769.53833	40770.72485	65	850
4606	Spectrogram 1	1	40769.53833	40770.72485	65	850
4609	Waveform 1	1	40793.16992	40793.66431	135	350
4609	Spectrogram 1	1	40793.16992	40793.66431	135	350
4611	Waveform 1	1	40805.79321	40806.1228	85	800
4611	Spectrogram 1	1	40805.79321	40806.1228	85	800
4613	Waveform 1	1	40892.60718	40892.80493	105	450
4613	Spectrogram 1	1	40892.60718	40892.80493	105	450
4619	Waveform 1	1	41005.39282	41006.11792	65	850
4619	Spectrogram 1	1	41005.39282	41006.11792	65	850
4621	Waveform 1	1	41042.3728	41043.22974	75	750
4621	Spectrogram 1	1	41042.3728	41043.22974	75	750
4622	Waveform 1	1	41060.50024	41060.76392	85	650
4622	Spectrogram 1	1	41060.50024	41060.76392	85	650
4623	Waveform 1	1	41066.49878	41066.69653	85	700
4623	Spectrogram 1	1	41066.49878	41066.69653	85	700
4624	Waveform 1	1	41072.95874	41073.15649	85	400
4624	Spectrogram 1	1	41072.95874	41073.15649	85	400
4631	Waveform 1	1	41120.61743	41120.68335	65	850
4631	Spectrogram 1	1	41120.61743	41120.68335	65	850
4632	Waveform 1	1	41120.68335	41120.74927	450	700
4632	Spectrogram 1	1	41120.68335	41120.74927	450	700
4634	Waveform 1	1	41154.6311	41155.75171	65	850
4634	Spectrogram 1	1	41154.6311	41155.75171	65	850
4643	Waveform 1	1	41292.79517	41293.12476	65	800
4643	Spectrogram 1	1	41292.79517	41293.12476	65	800
4645	Waveform 1	1	41326.94067	41327.33618	65	850
4645	Spectrogram 1	1	41326.94067	41327.33618	65	850
4661	Waveform 1	1	41642.09448	41642.8855	65	850
4661	Spectrogram 1	1	41642.09448	41642.8855	65	850
4662	Waveform 1	1	41657.78296	41658.57397	75	850
4662	Spectrogram 1	1	41657.78296	41658.57397	75	850
4665	Waveform 1	1	41694.76294	41695.22437	95	850
4665	Spectrogram 1	1	41694.76294	41695.22437	95	850
4668	Waveform 1	1	41716.58179	41717.17505	75	850
4668	Spectrogram 1	1	41716.58179	41717.17505	75	850
4670	Waveform 1	1	41748.94751	41749.80444	85	850
4670	Spectrogram 1	1	41748.94751	41749.80444	85	850
4674	Waveform 1	1	41823.30298	41824.29175	85	800
4674	Spectrogram 1	1	41823.30298	41824.29175	85	800
4675	Waveform 1	1	41848.08813	41848.61548	65	450
4675	Spectrogram 1	1	41848.08813	41848.61548	65	450
4677	Waveform 1	1	41914.53345	41915.39038	75	850
4677	Spectrogram 1	1	41914.53345	41915.39038	75	850
4678	Waveform 1	1	41939.3186	41939.58228	350	800
4678	Spectrogram 1	1	41939.3186	41939.58228	350	800
4680	Waveform 1	1	41963.37866	41963.5105	350	800
4680	Spectrogram 1	1	41963.37866	41963.5105	350	800
4681	Waveform 1	1	41982.62671	41983.08813	65	800
4681	Spectrogram 1	1	41982.62671	41983.08813	65	800
4684	Waveform 1	1	41999.04028	41999.23804	115	550
4684	Spectrogram 1	1	41999.04028	41999.23804	115	550
4685	Waveform 1	1	42003.85229	42004.31372	75	800
4685	Spectrogram 1	1	42003.85229	42004.31372	75	800
4686	Waveform 1	1	42015.78345	42016.04712	350	800
4686	Spectrogram 1	1	42015.78345	42016.04712	350	800
4687	Waveform 1	1	42032.79028	42033.11987	350	750
4687	Spectrogram 1	1	42032.79028	42033.11987	350	750
4688	Waveform 1	1	42052.82935	42053.22485	350	600
4688	Spectrogram 1	1	42052.82935	42053.22485	350	600
4689	Waveform 1	1	42076.69165	42077.02124	450	700
4689	Spectrogram 1	1	42076.69165	42077.02124	450	700
4692	Waveform 1	1	42101.60864	42101.87231	350	600
4692	Spectrogram 1	1	42101.60864	42101.87231	350	600
4695	Waveform 1	1	42139.90698	42140.36841	125	450
4695	Spectrogram 1	1	42139.90698	42140.36841	125	450
4696	Waveform 1	1	42155.06812	42155.66138	85	550
4696	Spectrogram 1	1	42155.06812	42155.66138	85	550
4707	Waveform 1	1	42374.97046	42375.82739	65	850
4707	Spectrogram 1	1	42374.97046	42375.82739	65	850
4708	Waveform 1	1	42379.05737	42379.78247	65	850
4708	Spectrogram 1	1	42379.05737	42379.78247	65	850
4709	Waveform 1	1	42382.94653	42383.73755	65	850
4709	Spectrogram 1	1	42382.94653	42383.73755	65	850
4710	Waveform 1	1	42386.83569	42387.62671	65	850
4710	Spectrogram 1	1	42386.83569	42387.62671	65	850
4711	Waveform 1	1	42390.72485	42391.51587	65	850
4711	Spectrogram 1	1	42390.72485	42391.51587	65	850
4712	Waveform 1	1	42394.61401	42395.73462	65	850
4712	Spectrogram 1	1	42394.61401	42395.73462	65	850
4713	Waveform 1	1	42398.50317	42399.42603	65	750
4713	Spectrogram 1	1	42398.50317	42399.42603	65	750
4714	Waveform 1	1	42402.39233	42402.45825	65	850
4714	Spectrogram 1	1	42402.39233	42402.45825	65	850
4715	Waveform 1	1	42402.45825	42402.52417	550	800
4715	Spectrogram 1	1	42402.45825	42402.52417	550	800
4717	Waveform 1	1	42406.28149	42406.47925	350	700
4717	Spectrogram 1	1	42406.28149	42406.47925	350	700
4718	Waveform 1	1	42410.17065	42410.36841	350	700
4718	Spectrogram 1	1	42410.17065	42410.36841	350	700
4719	Waveform 1	1	42414.19165	42414.52124	350	800
4719	Spectrogram 1	1	42414.19165	42414.52124	350	800
4720	Waveform 1	1	42418.27856	42418.67407	350	800
4720	Spectrogram 1	1	42418.27856	42418.67407	350	800
4721	Waveform 1	1	42422.36548	42423.28833	65	750
4721	Spectrogram 1	1	42422.36548	42423.28833	65	750
4722	Waveform 1	1	42426.45239	42426.65015	350	600
4722	Spectrogram 1	1	42426.45239	42426.65015	350	600
4723	Waveform 1	1	42430.60522	42430.8689	350	600
4723	Spectrogram 1	1	42430.60522	42430.8689	350	600
4724	Waveform 1	1	42434.82397	42435.02173	350	600
4724	Spectrogram 1	1	42434.82397	42435.02173	350	600
4725	Waveform 1	1	42439.17456	42439.43823	350	650
4725	Spectrogram 1	1	42439.17456	42439.43823	350	650
4726	Waveform 1	1	42443.52515	42443.78882	350	700
4726	Spectrogram 1	1	42443.52515	42443.78882	350	700
4727	Waveform 1	1	42447.94165	42448.1394	350	700
4727	Spectrogram 1	1	42447.94165	42448.1394	350	700
4728	Waveform 1	1	42452.22632	42453.74243	65	750
4728	Spectrogram 1	1	42452.22632	42453.74243	65	750
4730	Waveform 1	1	42456.5769	42456.64282	350	650
4730	Spectrogram 1	1	42456.5769	42456.64282	350	650
4731	Waveform 1	1	42456.64282	42457.302	65	850
4731	Spectrogram 1	1	42456.64282	42457.302	65	850
4732	Waveform 1	1	42460.86157	42460.99341	350	600
4732	Spectrogram 1	1	42460.86157	42460.99341	350	600
4734	Waveform 1	1	42464.88257	42466.39868	85	750
4734	Spectrogram 1	1	42464.88257	42466.39868	85	750
4736	Waveform 1	1	42471.67212	42472.00171	75	750
4736	Spectrogram 1	1	42471.67212	42472.00171	75	750
4737	Waveform 1	1	42477.73657	42478.13208	95	600
4737	Spectrogram 1	1	42477.73657	42478.13208	95	600
4738	Waveform 1	1	42480.7688	42481.23022	65	450
4738	Spectrogram 1	1	42480.7688	42481.23022	65	450
4739	Waveform 1	1	42483.99878	42484.19653	85	350
4739	Spectrogram 1	1	42483.99878	42484.19653	85	350
4740	Waveform 1	1	42490.3269	42490.52466	95	450
4740	Spectrogram 1	1	42490.3269	42490.52466	95	450
4742	Waveform 1	1	42499.88501	42500.54419	65	600
4742	Spectrogram 1	1	42499.88501	42500.54419	65	600
4743	Waveform 1	1	42505.81763	42506.01538	85	300
4743	Spectrogram 1	1	42505.81763	42506.01538	85	300
4744	Waveform 1	1	42510.89331	42511.2229	105	400
4744	Spectrogram 1	1	42510.89331	42511.2229	105	400
4745	Waveform 1	1	42524.01099	42524.27466	135	550
4745	Spectrogram 1	1	42524.01099	42524.27466	135	550
4746	Waveform 1	1	42530.6687	42530.80054	400	650
4746	Spectrogram 1	1	42530.6687	42530.80054	400	650
4747	Waveform 1	1	42538.77661	42538.90845	200	450
4747	Spectrogram 1	1	42538.77661	42538.90845	200	450
4748	Waveform 1	1	42541.74292	42541.94067	200	550
4748	Spectrogram 1	1	42541.74292	42541.94067	200	550
4750	Waveform 1	1	42552.48755	42553.21265	115	450
4750	Spectrogram 1	1	42552.48755	42553.21265	115	450
4752	Waveform 1	1	42560.19995	42560.33179	150	450
4752	Spectrogram 1	1	42560.19995	42560.33179	150	450
4758	Waveform 1	1	42600.60767	42601.33276	65	800
4758	Spectrogram 1	1	42600.60767	42601.33276	65	800
4759	Waveform 1	1	42603.77173	42603.90356	150	450
4759	Spectrogram 1	1	42603.77173	42603.90356	150	450
4772	Waveform 1	1	42684.45532	42684.91675	75	650
4772	Spectrogram 1	1	42684.45532	42684.91675	75	650
4773	Waveform 1	1	42688.54224	42689.1355	65	850
4773	Spectrogram 1	1	42688.54224	42689.1355	65	850
4774	Waveform 1	1	42692.4314	42692.8269	65	850
4774	Spectrogram 1	1	42692.4314	42692.8269	65	850
4776	Waveform 1	1	42696.32056	42696.51831	65	850
4776	Spectrogram 1	1	42696.32056	42696.51831	65	850
4777	Waveform 1	1	42700.1438	42700.8689	65	750
4777	Spectrogram 1	1	42700.1438	42700.8689	65	750
4778	Waveform 1	1	42704.03296	42704.69214	65	850
4778	Spectrogram 1	1	42704.03296	42704.69214	65	850
4780	Waveform 1	1	42707.92212	42708.71313	65	850
4780	Spectrogram 1	1	42707.92212	42708.71313	65	850
4781	Waveform 1	1	42711.8772	42712.40454	65	850
4781	Spectrogram 1	1	42711.8772	42712.40454	65	850
4783	Waveform 1	1	42715.70044	42716.49146	65	850
4783	Spectrogram 1	1	42715.70044	42716.49146	65	850
4784	Waveform 1	1	42719.52368	42720.3147	65	850
4784	Spectrogram 1	1	42719.52368	42720.3147	65	850
4785	Waveform 1	1	42723.41284	42723.67651	350	750
4785	Spectrogram 1	1	42723.41284	42723.67651	350	750
4786	Waveform 1	1	42727.302	42727.49976	350	800
4786	Spectrogram 1	1	42727.302	42727.49976	350	800
4788	Waveform 1	1	42731.19116	42731.38892	350	750
4788	Spectrogram 1	1	42731.19116	42731.38892	350	750
4789	Waveform 1	1	42735.14624	42735.34399	350	700
4789	Spectrogram 1	1	42735.14624	42735.34399	350	700
4790	Waveform 1	1	42739.23315	42739.49683	350	800
4790	Spectrogram 1	1	42739.23315	42739.49683	350	800
4791	Waveform 1	1	42743.32007	42743.58374	350	650
4791	Spectrogram 1	1	42743.32007	42743.58374	350	650
4792	Waveform 1	1	42747.20923	42748.06616	65	750
4792	Spectrogram 1	1	42747.20923	42748.06616	65	750
4793	Waveform 1	1	42751.4939	42752.02124	65	850
4793	Spectrogram 1	1	42751.4939	42752.02124	65	850
4795	Waveform 1	1	42755.38306	42756.10815	65	850
4795	Spectrogram 1	1	42755.38306	42756.10815	65	850
4796	Waveform 1	1	42759.33813	42760.06323	65	800
4796	Spectrogram 1	1	42759.33813	42760.06323	65	800
4797	Waveform 1	1	42763.22729	42764.08423	65	850
4797	Spectrogram 1	1	42763.22729	42764.08423	65	850
4798	Waveform 1	1	42767.11646	42767.90747	65	850
4798	Spectrogram 1	1	42767.11646	42767.90747	65	850
4799	Waveform 1	1	42771.07153	42771.86255	65	850
4799	Spectrogram 1	1	42771.07153	42771.86255	65	850
4801	Waveform 1	1	42775.02661	42775.75171	75	850
4801	Spectrogram 1	1	42775.02661	42775.75171	75	850
4802	Waveform 1	1	42779.04761	42779.77271	65	550
4802	Spectrogram 1	1	42779.04761	42779.77271	65	550
4803	Waveform 1	1	42783.00269	42783.7937	65	700
4803	Spectrogram 1	1	42783.00269	42783.7937	65	700
4804	Waveform 1	1	42786.89185	42787.02368	350	750
4804	Spectrogram 1	1	42786.89185	42787.02368	350	750
4805	Waveform 1	1	42789.13306	42789.19897	350	600
4805	Spectrogram 1	1	42789.13306	42789.19897	350	600
4806	Waveform 1	1	42789.19897	42789.33081	135	850
4806	Spectrogram 1	1	42789.19897	42789.33081	135	850
4807	Waveform 1	1	42790.78101	42791.04468	350	600
4807	Spectrogram 1	1	42790.78101	42791.04468	350	600
4808	Waveform 1	1	42794.802	42794.86792	65	850
4808	Spectrogram 1	1	42794.802	42794.86792	65	850
4809	Waveform 1	1	42794.86792	42795.06567	400	800
4809	Spectrogram 1	1	42794.86792	42795.06567	400	800
4811	Waveform 1	1	42798.823	42799.87769	85	750
4811	Spectrogram 1	1	42798.823	42799.87769	85	750
4812	Waveform 1	1	42801.78931	42802.05298	105	450
4812	Spectrogram 1	1	42801.78931	42802.05298	105	450
4813	Waveform 1	1	42802.97583	42803.2395	350	600
4813	Spectrogram 1	1	42802.97583	42803.2395	350	600
4815	Waveform 1	1	42807.12866	42807.45825	350	600
4815	Spectrogram 1	1	42807.12866	42807.45825	350	600
4817	Waveform 1	1	42811.41333	42812.20435	65	750
4817	Spectrogram 1	1	42811.41333	42812.20435	65	750
4819	Waveform 1	1	42815.698	42816.4231	65	750
4819	Spectrogram 1	1	42815.698	42816.4231	65	750
4820	Waveform 1	1	42819.91675	42820.18042	350	650
4820	Spectrogram 1	1	42819.91675	42820.18042	350	650
4823	Waveform 1	1	42836.19849	42836.39624	150	600
4823	Spectrogram 1	1	42836.19849	42836.39624	150	600
4824	Waveform 1	1	42840.2854	42840.41724	350	650
4824	Spectrogram 1	1	42840.2854	42840.41724	350	650
4825	Waveform 1	1	42844.50415	42844.63599	350	600
4825	Spectrogram 1	1	42844.50415	42844.63599	350	600
4827	Waveform 1	1	42858.54468	42858.94019	115	450
4827	Spectrogram 1	1	42858.54468	42858.94019	115	450
4828	Waveform 1	1	42864.8728	42865.40015	65	400
4828	Spectrogram 1	1	42864.8728	42865.40015	65	400
4829	Waveform 1	1	42875.55151	42875.68335	200	450
4829	Spectrogram 1	1	42875.55151	42875.68335	200	450
4831	Waveform 1	1	42884.38452	42884.91187	75	800
4831	Spectrogram 1	1	42884.38452	42884.91187	75	800
4837	Waveform 1	1	42905.47827	42906.86255	65	750
4837	Spectrogram 1	1	42905.47827	42906.86255	65	750
4838	Waveform 1	1	42916.2229	42916.61841	75	800
4838	Spectrogram 1	1	42916.2229	42916.61841	75	800
4839	Waveform 1	1	42918.26636	42918.66187	75	650
4839	Spectrogram 1	1	42918.26636	42918.66187	75	650
4851	Waveform 1	1	42977.32886	42977.59253	350	650
4851	Spectrogram 1	1	42977.32886	42977.59253	350	650
4852	Waveform 1	1	42981.74536	42982.86597	65	750
4852	Spectrogram 1	1	42981.74536	42982.86597	65	750
4853	Waveform 1	1	42985.76636	42986.62329	65	750
4853	Spectrogram 1	1	42985.76636	42986.62329	65	750
4854	Waveform 1	1	42989.32593	42989.65552	75	800
4854	Spectrogram 1	1	42989.32593	42989.65552	75	800
4856	Waveform 1	1	42995.32446	42995.98364	85	650
4856	Spectrogram 1	1	42995.32446	42995.98364	85	650
4857	Waveform 1	1	42999.21362	42999.93872	65	400
4857	Spectrogram 1	1	42999.21362	42999.93872	65	400
4858	Waveform 1	1	43003.8938	43004.48706	65	550
4858	Spectrogram 1	1	43003.8938	43004.48706	65	550
4860	Waveform 1	1	43008.11255	43008.70581	65	800
4860	Spectrogram 1	1	43008.11255	43008.70581	65	800
4861	Waveform 1	1	43014.57251	43015.03394	85	550
4861	Spectrogram 1	1	43014.57251	43015.03394	85	550
4863	Waveform 1	1	43031.11792	43031.38159	350	700
4863	Spectrogram 1	1	43031.11792	43031.38159	350	700
4865	Waveform 1	1	43055.96899	43057.15552	65	800
4865	Spectrogram 1	1	43055.96899	43057.15552	65	800
4866	Waveform 1	1	43068.62524	43069.35034	65	850
4866	Spectrogram 1	1	43068.62524	43069.35034	65	850
4869	Waveform 1	1	43095.65161	43095.78345	200	450
4869	Spectrogram 1	1	43095.65161	43095.78345	200	450
4871	Waveform 1	1	43114.37231	43114.57007	200	700
4871	Spectrogram 1	1	43114.37231	43114.57007	200	700
4880	Waveform 1	1	43150.69312	43151.15454	65	850
