Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	status
2704	Spectrogram 1	1	26006.912475586	26008.994506836	1150.0	1500.0	
2705	Spectrogram 1	1	26014.980346680	26016.802124023	1200.0	1600.0	
2706	Spectrogram 1	1	26017.322631836	26018.623901367	1250.0	1550.0	
2707	Spectrogram 1	1	26022.787963867	26025.390502930	1200.0	1600.0	
2708	Spectrogram 1	1	26026.691772461	26030.075073242	1000.0	1700.0	
2709	Spectrogram 1	1	26029.034057617	26030.595581055	1300.0	1450.0	
2710	Spectrogram 1	1	26035.019897461	26037.622436523	1000.0	1700.0	
2711	Spectrogram 1	1	26042.046752930	26044.128784180	1000.0	1450.0	
2712	Spectrogram 1	1	26052.456909180	26053.758178711	1250.0	1500.0	
2713	Spectrogram 1	1	26056.360717773	26058.182495117	1250.0	1550.0	
2714	Spectrogram 1	1	26060.524780273	26062.346557617	1050.0	1550.0	
2715	Spectrogram 1	1	26063.127319336	26064.428588867	1250.0	1600.0	
2716	Spectrogram 1	1	26070.414428711	26072.496459961	1300.0	1450.0	
2717	Spectrogram 1	1	26072.756713867	26074.318237305	1450.0	1600.0	
2718	Spectrogram 1	1	26075.359252930	26077.181030273	1200.0	1500.0	
2719	Spectrogram 1	1	26079.002807617	26080.824584961	1150.0	1400.0	
2720	Spectrogram 1	1	26085.248901367	26088.111694336	1050.0	1700.0	
2721	Spectrogram 1	1	26093.577026367	26095.659057617	1150.0	1450.0	
2722	Spectrogram 1	1	26098.521850586	26100.864135742	1200.0	1600.0	
2723	Spectrogram 1	1	26103.987182617	26106.329467773	1000.0	1450.0	
2724	Spectrogram 1	1	26111.014038086	26112.575561523	1000.0	1150.0	
2725	Spectrogram 1	1	26113.096069336	26114.917846680	1150.0	1550.0	
2726	Spectrogram 1	1	26117.260131836	26119.602416992	1100.0	1700.0	
2727	Spectrogram 1	1	26122.725463867	26126.629272461	1200.0	1600.0	
2728	Spectrogram 1	1	26125.328002930	26126.889526367	1450.0	1600.0	
2729	Spectrogram 1	1	26129.231811523	26131.053588867	1300.0	1450.0	
2730	Spectrogram 1	1	26136.779174805	26139.121459961	1000.0	1700.0	
2731	Spectrogram 1	1	26140.162475586	26143.025268555	1000.0	1700.0	
2732	Spectrogram 1	1	26146.668823242	26151.613647461	1200.0	1650.0	
2733	Spectrogram 1	1	26154.736694336	26157.078979492	1050.0	1600.0	
2734	Spectrogram 1	1	26160.982788086	26162.544311523	1200.0	1600.0	
2735	Spectrogram 1	1	26165.667358398	26169.571166992	1200.0	1750.0	
2736	Spectrogram 1	1	26180.501831055	26183.885131836	1000.0	1550.0	
2737	Spectrogram 1	1	26184.145385742	26186.487670898	1050.0	1650.0	
2738	Spectrogram 1	1	26188.049194336	26190.391479492	1200.0	1700.0	
2739	Spectrogram 1	1	26196.897827148	26199.500366211	1050.0	1700.0	
2740	Spectrogram 1	1	26207.307983398	26209.910522461	1000.0	1750.0	
2741	Spectrogram 1	1	26216.026489258	26218.498901367	1300.0	1450.0	
2742	Spectrogram 1	1	26221.101440430	26223.964233398	1000.0	1700.0	
2743	Spectrogram 1	1	26226.046264648	26228.388549805	1150.0	1700.0	
2744	Spectrogram 1	1	26229.429565430	26231.771850586	1200.0	1700.0	
2745	Spectrogram 1	1	26232.032104492	26234.374389648	1200.0	1700.0	
2746	Spectrogram 1	1	26240.099975586	26241.921752930	1200.0	1600.0	
2747	Spectrogram 1	1	26249.208862305	26250.770385742	1200.0	1450.0	
2748	Spectrogram 1	1	26254.413940430	26256.235717773	1050.0	1700.0	
2749	Spectrogram 1	1	26257.016479492	26260.660034180	1000.0	1700.0	
2750	Spectrogram 1	1	26264.043334961	26266.906127930	1200.0	1600.0	
2751	Spectrogram 1	1	26271.070190430	26272.111206055	1250.0	1400.0	
2752	Spectrogram 1	1	26275.494506836	26277.836791992	1200.0	1700.0	
2753	Spectrogram 1	1	26279.918823242	26282.521362305	1000.0	1700.0	
2754	Spectrogram 1	1	26282.781616211	26285.384155273	1000.0	1700.0	
2755	Spectrogram 1	1	26288.507202148	26290.328979492	1200.0	1700.0	
2756	Spectrogram 1	1	26290.589233398	26292.931518555	1250.0	1700.0	
2757	Spectrogram 1	1	26297.616088867	26298.917358398	1250.0	1450.0	
2758	Spectrogram 1	1	26308.546752930	26310.889038086	1100.0	1500.0	
2759	Spectrogram 1	1	26314.792846680	26315.833862305	1300.0	1450.0	
2760	Spectrogram 1	1	26316.354370117	26317.655639648	1300.0	1450.0	
2761	Spectrogram 1	1	26319.997924805	26321.559448242	1050.0	1650.0	
2762	Spectrogram 1	1	26325.203002930	26327.545288086	1000.0	1550.0	
2763	Spectrogram 1	1	26331.969604492	26333.010620117	1250.0	1450.0	
2764	Spectrogram 1	1	26334.442016602	26335.613159180	1300.0	1450.0	
2765	Spectrogram 1	1	26337.955444336	26340.557983398	1300.0	1550.0	
2766	Spectrogram 1	1	26340.818237305	26342.900268555	1200.0	1600.0	
2767	Spectrogram 1	1	26344.722045898	26346.804077148	1300.0	1450.0	
2768	Spectrogram 1	1	26347.324584961	26348.886108398	1100.0	1600.0	
2769	Spectrogram 1	1	26350.707885742	26353.050170898	1200.0	1650.0	
2770	Spectrogram 1	1	26354.091186523	26355.912963867	1200.0	1700.0	
2771	Spectrogram 1	1	26360.597534180	26364.241088867	1100.0	1700.0	
2772	Spectrogram 1	1	26362.939819336	26363.980834961	1450.0	1600.0	
2773	Spectrogram 1	1	26372.829467773	26377.253784180	1200.0	1600.0	
2774	Spectrogram 1	1	26387.143432617	26390.266479492	1200.0	1700.0	
2775	Spectrogram 1	1	26390.786987305	26393.649780273	1150.0	1450.0	
2776	Spectrogram 1	1	26399.375366211	26400.676635742	1300.0	1450.0	
2777	Spectrogram 1	1	26404.580444336	26406.402221680	1150.0	1550.0	
2778	Spectrogram 1	1	26412.908569336	26414.209838867	1300.0	1450.0	
2779	Spectrogram 1	1	26419.675170898	26422.277709961	1000.0	1700.0	
2780	Spectrogram 1	1	26424.099487305	26426.962280273	1200.0	1600.0	
2781	Spectrogram 1	1	26427.482788086	26429.825073242	1150.0	1700.0	
2782	Spectrogram 1	1	26438.153198242	26441.015991211	1200.0	1700.0	
2783	Spectrogram 1	1	26440.235229492	26442.317260742	1000.0	1200.0	
2784	Spectrogram 1	1	26453.768432617	26455.069702148	1300.0	1550.0	
2785	Spectrogram 1	1	26458.192749023	26459.754272461	1200.0	1600.0	
2786	Spectrogram 1	1	26474.068237305	26477.451538086	1000.0	1700.0	
2787	Spectrogram 1	1	26481.615600586	26483.437377930	1200.0	1650.0	
2788	Spectrogram 1	1	26484.478393555	26486.039916992	1300.0	1450.0	
2789	Spectrogram 1	1	26489.032836914	26491.505249023	1300.0	1450.0	
2790	Spectrogram 1	1	26504.517944336	26507.901245117	1100.0	1650.0	
2791	Spectrogram 1	1	26525.078002930	26527.160034180	1300.0	1600.0	
2792	Spectrogram 1	1	26530.283081055	26532.625366211	1100.0	1700.0	
2793	Spectrogram 1	1	26539.912475586	26543.035522461	1000.0	1700.0	
2794	Spectrogram 1	1	26547.199584961	26549.021362305	1250.0	1600.0	
2795	Spectrogram 1	1	26553.185424805	26556.308471680	1000.0	1650.0	
2796	Spectrogram 1	1	26563.075073242	26565.677612305	1100.0	1550.0	
2797	Spectrogram 1	1	26568.280151367	26570.101928711	1000.0	1700.0	
2798	Spectrogram 1	1	26573.224975586	26576.868530273	1100.0	1700.0	
2799	Spectrogram 1	1	26580.251831055	26583.374877930	1100.0	1700.0	
2800	Spectrogram 1	1	26586.758178711	26588.059448242	1300.0	1450.0	
2801	Spectrogram 1	1	26592.483764648	26593.785034180	1200.0	1550.0	
2802	Spectrogram 1	1	26595.346557617	26597.949096680	1200.0	1700.0	
2803	Spectrogram 1	1	26599.250366211	26600.811889648	1100.0	1350.0	
2804	Spectrogram 1	1	26605.236206055	26608.359252930	1050.0	1750.0	
2805	Spectrogram 1	1	26607.057983398	26608.098999023	1400.0	1550.0	
2806	Spectrogram 1	1	26610.181030273	26611.742553711	1050.0	1700.0	
2807	Spectrogram 1	1	26618.769409180	26620.070678711	1250.0	1500.0	
2808	Spectrogram 1	1	26622.933471680	26624.234741211	1200.0	1600.0	
2809	Spectrogram 1	1	26626.577026367	26629.960327148	1000.0	1700.0	
2810	Spectrogram 1	1	26641.932006836	26645.315307617	1050.0	1700.0	
2811	Spectrogram 1	1	26649.479370117	26651.821655273	1150.0	1650.0	
2812	Spectrogram 1	1	26653.903686523	26654.944702148	1300.0	1550.0	
2813	Spectrogram 1	1	26664.313842773	26666.656127930	1150.0	1450.0	
2814	Spectrogram 1	1	26673.162475586	26674.984252930	1150.0	1600.0	
2815	Spectrogram 1	1	26675.244506836	26677.066284180	1300.0	1500.0	
2816	Spectrogram 1	1	26680.449584961	26683.832885742	1150.0	1700.0	
2817	Spectrogram 1	1	26685.394409180	26687.996948242	1100.0	1600.0	
2818	Spectrogram 1	1	26699.187866211	26701.530151367	1000.0	1700.0	
2819	Spectrogram 1	1	26709.337768555	26711.159545898	1000.0	1700.0	
2820	Spectrogram 1	1	26715.063354492	26717.926147461	1000.0	1700.0	
2821	Spectrogram 1	1	26718.316528320	26719.487670898	1000.0	1150.0	
2822	Spectrogram 1	1	26731.979858398	26733.801635742	1200.0	1550.0	
2823	Spectrogram 1	1	26746.033569336	26748.375854492	1000.0	1700.0	
2824	Spectrogram 1	1	26755.142456055	26756.964233398	1300.0	1550.0	
2825	Spectrogram 1	1	26758.525756836	26760.868041992	1200.0	1650.0	
2826	Spectrogram 1	1	26762.950073242	26764.771850586	1100.0	1700.0	
2827	Spectrogram 1	1	26765.552612305	26768.155151367	1200.0	1600.0	
2828	Spectrogram 1	1	26773.360229492	26777.264038086	1100.0	1700.0	
2829	Spectrogram 1	1	26777.264038086	26779.866577148	1200.0	1450.0	
2830	Spectrogram 1	1	26785.592163086	26788.194702148	1300.0	1600.0	
2831	Spectrogram 1	1	26791.838256836	26793.920288086	1200.0	1600.0	
2832	Spectrogram 1	1	26796.002319336	26798.084350586	1100.0	1450.0	
2833	Spectrogram 1	1	26798.865112305	26801.727905273	1300.0	1600.0	
2834	Spectrogram 1	1	26804.330444336	26806.412475586	1100.0	1700.0	
2835	Spectrogram 1	1	26814.740600586	26817.343139648	1200.0	1600.0	
2836	Spectrogram 1	1	26828.273803711	26829.575073242	1350.0	1550.0	
2837	Spectrogram 1	1	26832.437866211	26833.739135742	1300.0	1450.0	
2838	Spectrogram 1	1	26837.903198242	26840.505737305	1200.0	1600.0	
2839	Spectrogram 1	1	26842.067260742	26844.930053711	1200.0	1550.0	
2840	Spectrogram 1	1	26843.758911133	26845.190307617	1400.0	1600.0	
2841	Spectrogram 1	1	26852.477416992	26854.559448242	1000.0	1450.0	
2842	Spectrogram 1	1	26856.641479492	26859.504272461	1300.0	1600.0	
2843	Spectrogram 1	1	26860.285034180	26863.668334961	1000.0	1700.0	
2844	Spectrogram 1	1	26868.352905273	26869.654174805	1000.0	1150.0	
2845	Spectrogram 1	1	26870.434936523	26873.037475586	1000.0	1700.0	
2846	Spectrogram 1	1	26879.023315430	26880.845092773	1250.0	1550.0	
2847	Spectrogram 1	1	26882.927124023	26885.529663086	1300.0	1450.0	
2848	Spectrogram 1	1	26889.303344727	26890.734741211	1050.0	1200.0	
2849	Spectrogram 1	1	26892.036010742	26895.679565430	1200.0	1700.0	
2850	Spectrogram 1	1	26893.597534180	26894.898803711	1200.0	1350.0	
2851	Spectrogram 1	1	26897.761596680	26899.062866211	1250.0	1450.0	
2852	Spectrogram 1	1	26899.843627930	26902.706420898	1200.0	1650.0	
2853	Spectrogram 1	1	26904.528198242	26907.911499023	1100.0	1700.0	
2854	Spectrogram 1	1	26912.856323242	26917.280639648	1050.0	1700.0	
2855	Spectrogram 1	1	26919.102416992	26920.663940430	1200.0	1550.0	
2856	Spectrogram 1	1	26921.444702148	26924.047241211	1150.0	1700.0	
2857	Spectrogram 1	1	26925.088256836	26926.389526367	1000.0	1250.0	
2858	Spectrogram 1	1	26942.785522461	26946.429077148	1200.0	1700.0	
2859	Spectrogram 1	1	26949.031616211	26950.332885742	1300.0	1450.0	
2860	Spectrogram 1	1	26952.154663086	26954.236694336	1200.0	1600.0	
2861	Spectrogram 1	1	26957.880249023	26961.003295898	1200.0	1600.0	
2862	Spectrogram 1	1	26970.112182617	26971.673706055	1300.0	1600.0	
2863	Spectrogram 1	1	26982.604370117	26984.686401367	1150.0	1700.0	
2864	Spectrogram 1	1	26985.987670898	26989.891479492	1000.0	1700.0	
2865	Spectrogram 1	1	27004.725952148	27007.068237305	1100.0	1600.0	
2866	Spectrogram 1	1	27009.150268554	27010.451538086	1300.0	1450.0	
2867	Spectrogram 1	1	27017.998901367	27019.300170898	1200.0	1700.0	
2868	Spectrogram 1	1	27020.080932617	27023.464233398	1150.0	1700.0	
2869	Spectrogram 1	1	27025.546264648	27027.368041992	1350.0	1600.0	
2870	Spectrogram 1	1	27034.394897461	27037.257690430	1300.0	1700.0	
2871	Spectrogram 1	1	27039.339721680	27040.640991211	1250.0	1450.0	
2872	Spectrogram 1	1	27043.764038086	27044.805053711	1300.0	1450.0	
2873	Spectrogram 1	1	27047.407592773	27049.489624023	1000.0	1550.0	
2874	Spectrogram 1	1	27051.571655273	27053.133178711	1300.0	1450.0	
2875	Spectrogram 1	1	27057.036987305	27058.338256836	1300.0	1450.0	
2876	Spectrogram 1	1	27059.379272461	27061.981811523	1200.0	1750.0	
2877	Spectrogram 1	1	27062.502319336	27064.844604492	1000.0	1200.0	
2878	Spectrogram 1	1	27065.104858398	27067.707397461	1250.0	1600.0	
2879	Spectrogram 1	1	27069.789428711	27071.611206055	1300.0	1600.0	
2880	Spectrogram 1	1	27073.042602539	27074.734252930	1450.0	1600.0	
2881	Spectrogram 1	1	27083.322631836	27085.404663086	1000.0	1300.0	
2882	Spectrogram 1	1	27096.335327148	27099.718627930	1100.0	1700.0	
2883	Spectrogram 1	1	27101.540405273	27104.923706055	1150.0	1600.0	
2884	Spectrogram 1	1	27118.977416992	27121.840209961	1050.0	1700.0	
2885	Spectrogram 1	1	27122.100463867	27125.744018555	1300.0	1450.0	
2886	Spectrogram 1	1	27124.182495117	27126.004272461	1100.0	1700.0	
2887	Spectrogram 1	1	27127.045288086	27130.428588867	1200.0	1600.0	
2888	Spectrogram 1	1	27134.852905273	27138.236206055	1200.0	1600.0	
2889	Spectrogram 1	1	27143.701538086	27145.263061523	1250.0	1450.0	
2890	Spectrogram 1	1	27149.687377930	27155.152709961	1200.0	1600.0	
2891	Spectrogram 1	1	27152.029663086	27153.851440430	1400.0	1700.0	
2892	Spectrogram 1	1	27157.755249023	27159.577026367	1200.0	1700.0	
2893	Spectrogram 1	1	27161.138549805	27164.261596680	1050.0	1550.0	
2894	Spectrogram 1	1	27168.685913086	27172.069213867	1050.0	1700.0	
2895	Spectrogram 1	1	27178.575561523	27180.397338867	1300.0	1500.0	
2896	Spectrogram 1	1	27181.698608398	27182.739624023	1050.0	1200.0	
2897	Spectrogram 1	1	27184.301147461	27188.204956055	1150.0	1650.0	
2898	Spectrogram 1	1	27194.971557617	27197.053588867	1200.0	1550.0	
2899	Spectrogram 1	1	27197.574096680	27198.615112305	1250.0	1400.0	
2900	Spectrogram 1	1	27202.258666992	27205.641967773	1150.0	1600.0	
2901	Spectrogram 1	1	27206.682983398	27208.244506836	1200.0	1400.0	
2902	Spectrogram 1	1	27212.148315430	27213.709838867	1000.0	1600.0	
2903	Spectrogram 1	1	27219.695678711	27220.996948242	1300.0	1550.0	
2904	Spectrogram 1	1	27222.818725586	27225.681518555	1300.0	1500.0	
2905	Spectrogram 1	1	27227.763549805	27229.325073242	1200.0	1450.0	
2906	Spectrogram 1	1	27229.845581054	27231.146850586	1150.0	1400.0	
2907	Spectrogram 1	1	27242.077514648	27245.721069336	1200.0	1700.0	
2908	Spectrogram 1	1	27248.583862305	27251.446655273	1200.0	1600.0	
2909	Spectrogram 1	1	27263.808715820	27265.240112305	1300.0	1450.0	
2910	Spectrogram 1	1	27266.801635742	27268.363159180	1100.0	1550.0	
2911	Spectrogram 1	1	27274.869506836	27275.910522461	1200.0	1350.0	
2912	Spectrogram 1	1	27276.431030273	27277.732299805	1050.0	1200.0	
2913	Spectrogram 1	1	27278.643188477	27283.978393555	1300.0	1450.0	
2914	Spectrogram 1	1	27280.855346680	27283.718139648	1200.0	1600.0	
2915	Spectrogram 1	1	27286.841186523	27288.402709961	1300.0	1550.0	
2916	Spectrogram 1	1	27293.087280273	27294.128295898	1300.0	1550.0	
2917	Spectrogram 1	1	27302.716674805	27305.839721680	1150.0	1700.0	
2918	Spectrogram 1	1	27312.085815430	27314.428100586	1200.0	1600.0	
2919	Spectrogram 1	1	27314.948608398	27316.249877930	1200.0	1450.0	
2920	Spectrogram 1	1	27319.112670898	27323.797241211	1300.0	1700.0	
2921	Spectrogram 1	1	27333.686889648	27337.070190430	1300.0	1700.0	
2922	Spectrogram 1	1	27345.658569336	27348.521362305	1150.0	1700.0	
2923	Spectrogram 1	1	27354.507202148	27358.411010742	1100.0	1700.0	
2924	Spectrogram 1	1	27368.040405273	27371.163452148	1150.0	1700.0	
2925	Spectrogram 1	1	27373.765991211	27377.930053711	1300.0	1600.0	
2926	Spectrogram 1	1	27375.848022461	27377.930053711	1100.0	1700.0	
2927	Spectrogram 1	1	27383.915893555	27387.559448242	1200.0	1700.0	
2928	Spectrogram 1	1	27389.641479492	27391.463256836	1050.0	1600.0	
2929	Spectrogram 1	1	27399.791381836	27401.613159180	1000.0	1700.0	
2930	Spectrogram 1	1	27409.681030273	27412.023315430	1000.0	1650.0	
2931	Spectrogram 1	1	27414.886108398	27416.707885742	1300.0	1450.0	
2932	Spectrogram 1	1	27418.269409180	27421.132202148	1150.0	1450.0	
2933	Spectrogram 1	1	27423.214233398	27426.077026367	1050.0	1600.0	
2934	Spectrogram 1	1	27440.651245117	27443.774291992	1100.0	1700.0	
2935	Spectrogram 1	1	27448.198608398	27450.801147461	1200.0	1450.0	
2936	Spectrogram 1	1	27454.444702148	27456.786987305	1300.0	1550.0	
2937	Spectrogram 1	1	27464.074096680	27467.457397461	1100.0	1700.0	
2938	Spectrogram 1	1	27469.279174805	27471.100952148	1000.0	1250.0	
2939	Spectrogram 1	1	27476.826538086	27480.209838867	1000.0	1700.0	
2940	Spectrogram 1	1	27483.072631836	27485.675170898	1300.0	1450.0	
2941	Spectrogram 1	1	27487.496948242	27490.099487305	1200.0	1600.0	
2942	Spectrogram 1	1	27491.400756836	27493.743041992	1000.0	1200.0	
2943	Spectrogram 1	1	27505.974975586	27508.317260742	1200.0	1600.0	
2944	Spectrogram 1	1	27509.618530273	27512.221069336	1150.0	1700.0	
2945	Spectrogram 1	1	27515.083862305	27517.946655273	1200.0	1600.0	
2946	Spectrogram 1	1	27530.959350586	27532.781127930	1300.0	1500.0	
2947	Spectrogram 1	1	27534.863159180	27537.725952148	1200.0	1600.0	
2948	Spectrogram 1	1	27540.328491211	27544.492553711	1000.0	1700.0	
2949	Spectrogram 1	1	27549.957885742	27552.560424805	1050.0	1450.0	
2950	Spectrogram 1	1	27556.464233398	27557.505249023	1300.0	1450.0	
2951	Spectrogram 1	1	27565.833374023	27567.915405273	1300.0	1550.0	
2952	Spectrogram 1	1	27568.696166992	27571.298706055	1200.0	1650.0	
2953	Spectrogram 1	1	27573.901245117	27576.764038086	1000.0	1700.0	
2954	Spectrogram 1	1	27583.010131836	27584.571655273	1300.0	1500.0	
2955	Spectrogram 1	1	27587.434448242	27589.516479492	1050.0	1350.0	
2956	Spectrogram 1	1	27596.022827148	27598.625366211	1200.0	1700.0	
2957	Spectrogram 1	1	27601.748413086	27605.652221680	1100.0	1700.0	
2958	Spectrogram 1	1	27616.843139648	27618.664916992	1100.0	1550.0	
2959	Spectrogram 1	1	27626.212280273	27628.814819336	1300.0	1700.0	
2960	Spectrogram 1	1	27634.150024414	27635.321166992	1000.0	1150.0	
2961	Spectrogram 1	1	27649.895385742	27651.456909180	1200.0	1450.0	
2962	Spectrogram 1	1	27656.401733398	27659.524780273	1200.0	1700.0	
2963	Spectrogram 1	1	27661.346557617	27663.688842773	1000.0	1200.0	
2964	Spectrogram 1	1	27664.729858398	27668.633666992	1200.0	1700.0	
2965	Spectrogram 1	1	27679.304077148	27681.386108398	1100.0	1400.0	
2966	Spectrogram 1	1	27686.070678711	27687.111694336	1300.0	1450.0	
2967	Spectrogram 1	1	27691.015502930	27693.878295898	1000.0	1750.0	
2968	Spectrogram 1	1	27698.042358398	27699.083374023	1300.0	1450.0	
2969	Spectrogram 1	1	27707.671752930	27711.315307617	1100.0	1600.0	
2970	Spectrogram 1	1	27722.245971680	27725.369018555	1000.0	1700.0	
2971	Spectrogram 1	1	27726.410034180	27728.492065430	1250.0	1600.0	
2972	Spectrogram 1	1	27729.793334961	27731.875366211	1200.0	1450.0	
2973	Spectrogram 1	1	27739.422729492	27742.806030273	1100.0	1700.0	
2974	Spectrogram 1	1	27749.312377930	27751.134155273	1200.0	1600.0	
2975	Spectrogram 1	1	27759.982788086	27763.105834961	1000.0	1700.0	
2976	Spectrogram 1	1	27764.667358398	27766.489135742	1200.0	1700.0	
2977	Spectrogram 1	1	27768.831420898	27771.173706055	1150.0	1700.0	
2978	Spectrogram 1	1	27776.639038086	27778.721069336	1250.0	1500.0	
2979	Spectrogram 1	1	27779.762084961	27781.063354492	1000.0	1150.0	
2980	Spectrogram 1	1	27782.885131836	27786.528686523	1000.0	1700.0	
2981	Spectrogram 1	1	27790.172241211	27792.774780273	1000.0	1700.0	
2982	Spectrogram 1	1	27795.117065430	27796.938842773	1150.0	1700.0	
2983	Spectrogram 1	1	27799.801635742	27801.883666992	1200.0	1450.0	
2984	Spectrogram 1	1	27804.225952148	27806.307983398	1300.0	1450.0	
2985	Spectrogram 1	1	27817.498901367	27818.800170898	1300.0	1550.0	
2986	Spectrogram 1	1	27822.703979492	27825.566772461	1200.0	1700.0	
2987	Spectrogram 1	1	27828.950073242	27831.032104492	1150.0	1450.0	
2988	Spectrogram 1	1	27838.319213867	27840.140991211	1300.0	1550.0	
2989	Spectrogram 1	1	27841.702514648	27844.044799805	1250.0	1600.0	
2990	Spectrogram 1	1	27853.413940430	27855.495971680	1300.0	1600.0	
2991	Spectrogram 1	1	27858.098510742	27860.180541992	1000.0	1450.0	
2992	Spectrogram 1	1	27863.824096680	27866.947143555	1200.0	1700.0	
2993	Spectrogram 1	1	27881.000854492	27883.863647461	1300.0	1550.0	
2994	Spectrogram 1	1	27891.671264648	27895.835327148	1200.0	1600.0	
2995	Spectrogram 1	1	27898.437866211	27901.821166992	1100.0	1700.0	
2996	Spectrogram 1	1	27905.204467773	27907.026245117	1200.0	1450.0	
2997	Spectrogram 1	1	27907.286499023	27908.587768555	1100.0	1700.0	
2998	Spectrogram 1	1	27914.833862305	27916.135131836	1250.0	1550.0	
2999	Spectrogram 1	1	27920.299194336	27922.381225586	1200.0	1700.0	
3000	Spectrogram 1	1	27926.285034180	27929.928588867	1150.0	1700.0	
3001	Spectrogram 1	1	27933.051635742	27934.352905273	1300.0	1450.0	
3002	Spectrogram 1	1	27935.654174805	27937.736206055	1100.0	1650.0	
3003	Spectrogram 1	1	27937.866333007	27940.078491211	1000.0	1150.0	
3004	Spectrogram 1	1	27942.420776367	27943.982299805	1150.0	1600.0	
3005	Spectrogram 1	1	27945.283569336	27947.625854492	1300.0	1600.0	
3006	Spectrogram 1	1	27954.912963867	27956.734741211	1300.0	1500.0	
3007	Spectrogram 1	1	27957.515502930	27960.898803711	1000.0	1600.0	
3008	Spectrogram 1	1	27964.802612305	27966.103881836	1050.0	1250.0	
3009	Spectrogram 1	1	27966.884643555	27969.226928711	1150.0	1650.0	
3010	Spectrogram 1	1	27978.856323242	27980.417846680	1300.0	1450.0	
3011	Spectrogram 1	1	27983.540893555	27986.143432617	1200.0	1600.0	
3012	Spectrogram 1	1	27989.786987305	27991.608764648	1300.0	1450.0	
3013	Spectrogram 1	1	27995.252319336	27997.594604492	1150.0	1700.0	
3014	Spectrogram 1	1	28005.662475586	28007.484252930	1350.0	1550.0	
3015	Spectrogram 1	1	28009.826538086	28012.168823242	1050.0	1700.0	
3016	Spectrogram 1	1	28016.593139648	28018.414916992	1250.0	1750.0	
3017	Spectrogram 1	1	28021.017456055	28023.359741211	1300.0	1450.0	
3018	Spectrogram 1	1	28027.003295898	28029.345581055	1050.0	1700.0	
3019	Spectrogram 1	1	28030.386596680	28031.687866211	1250.0	1700.0	
3020	Spectrogram 1	1	28033.769897461	28035.331420898	1150.0	1600.0	
3021	Spectrogram 1	1	28037.153198242	28038.714721680	1150.0	1700.0	
3022	Spectrogram 1	1	28040.796752930	28042.358276367	1200.0	1450.0	
3023	Spectrogram 1	1	28056.542114258	28057.713256836	1300.0	1450.0	
3024	Spectrogram 1	1	28060.315795898	28061.877319336	1150.0	1600.0	
3025	Spectrogram 1	1	28067.082397461	28070.465698242	1000.0	1700.0	
3026	Spectrogram 1	1	28074.369506836	28076.451538086	1000.0	1700.0	
3027	Spectrogram 1	1	28084.259155273	28085.820678711	1200.0	1450.0	
3028	Spectrogram 1	1	28093.628295898	28095.970581055	1300.0	1600.0	
3029	Spectrogram 1	1	28102.737182617	28105.339721680	1200.0	1700.0	
3030	Spectrogram 1	1	28107.682006836	28110.544799805	1050.0	1700.0	
3031	Spectrogram 1	1	28120.954956055	28123.557495117	1250.0	1550.0	
3032	Spectrogram 1	1	28131.104858398	28134.748413086	1000.0	1700.0	
3033	Spectrogram 1	1	28135.789428711	28137.090698242	1050.0	1250.0	
3034	Spectrogram 1	1	28149.973266602	28151.144409180	1600.0	1750.0	
3035	Spectrogram 1	1	28152.185424805	28154.267456055	1000.0	1250.0	
3036	Spectrogram 1	1	28154.787963867	28157.650756836	1300.0	1550.0	
3037	Spectrogram 1	1	28159.212280273	28162.075073242	1000.0	1600.0	
3038	Spectrogram 1	1	28161.554565430	28162.595581055	1300.0	1450.0	
3039	Spectrogram 1	1	28165.458374023	28167.280151367	1000.0	1700.0	
3040	Spectrogram 1	1	28172.224975586	28175.348022461	1000.0	1700.0	
3041	Spectrogram 1	1	28185.758178711	28187.579956055	1100.0	1450.0	
3042	Spectrogram 1	1	28191.223510742	28194.086303711	1200.0	1750.0	
3043	Spectrogram 1	1	28209.961791992	28213.345092773	1050.0	1700.0	
3044	Spectrogram 1	1	28221.152709961	28223.234741211	1200.0	1450.0	
3045	Spectrogram 1	1	28225.577026367	28228.700073242	1150.0	1700.0	
3046	Spectrogram 1	1	28231.302612305	28232.343627930	1200.0	1600.0	
3047	Spectrogram 1	1	28235.206420898	28237.028198242	1250.0	1450.0	
3048	Spectrogram 1	1	28240.411499023	28242.233276367	1000.0	1200.0	
3049	Spectrogram 1	1	28243.014038086	28245.876831055	1100.0	1700.0	
3050	Spectrogram 1	1	28250.040893555	28252.383178711	1000.0	1700.0	
3051	Spectrogram 1	1	28260.451049805	28264.354858398	1000.0	1350.0	
3052	Spectrogram 1	1	28264.875366211	28267.217651367	1050.0	1500.0	
3053	Spectrogram 1	1	28281.791870117	28284.914916992	1100.0	1700.0	
3054	Spectrogram 1	1	28285.955932617	28288.558471680	1250.0	1450.0	
3055	Spectrogram 1	1	28291.421264648	28292.982788086	1300.0	1450.0	
3056	Spectrogram 1	1	28296.626342773	28300.009643555	1000.0	1700.0	
3057	Spectrogram 1	1	28302.091674805	28304.173706055	1050.0	1450.0	
3058	Spectrogram 1	1	28307.817260742	28309.118530273	1200.0	1450.0	
3059	Spectrogram 1	1	28312.762084961	28314.844116211	1050.0	1700.0	
3060	Spectrogram 1	1	28315.624877930	28318.227416992	1300.0	1550.0	
